,org_type_x,org_name_x,match_name,match_type,org_rbz_x,org_prv_x,match_rbz,area,rkm,year,cholera,population,o_craft_1849,o_ind_1849,o_serv_1849,o_agr_1849,rural_county
12780,Landkreis,Nordhausen,NORDHAUSEN,0,Erfurt,Sachsen,ERF,487.02151,0.0,1838,2,48176,4513,8334,5893,9552,1
12781,Landkreis,Schleusingen,SCHLEUSINGEN,0,Erfurt,Sachsen,ERF,451.68115,0.0,1838,0,33709,2910,2587,3865,4685,1
12782,Landkreis,Weissensee,WEISSENSEE,0,Erfurt,Sachsen,ERF,267.61932,0.0,1838,0,22106,1259,997,3189,14808,1
12783,Landkreis,Worbis,WORBIS,0,Erfurt,Sachsen,ERF,466.18008,0.0,1838,0,38561,2022,7061,5133,11759,1
12784,Landkreis,Ziegenrück,ZIEGENRUCK,0,Erfurt,Sachsen,ERF,212.64331,0.0,1838,0,13577,806,390,972,5935,1
12785,Landkreis,Arnswalde,ARNSWALDE,0,Frankfurt,Brandenburg,FRA,1310.5909,0.0,1838,0,34920,1563,594,5359,21987,1
12786,Stadtkreis,Frankfurt a. O.,FRANKFURT,2,Frankfurt,Brandenburg,FRA,71.989998,0.0,1838,41,27810,2942,713,10215,6115,0
12787,Landkreis,Friedeberg,FRIEDEBERG,0,Frankfurt,Brandenburg,FRA,1092.1874,0.0,1838,15,40044,2445,512,7294,23296,1
12788,Landkreis,Guben,GUBEN,0,Frankfurt,Brandenburg,FRA,1132.7179,0.0,1838,1,38274,2440,1518,4925,25815,1
12789,Landkreis,Kalau,KALAU,0,Frankfurt,Brandenburg,FRA,1001.8724,0.0,1838,3,36442,2202,724,4240,28522,1
12790,Landkreis,Königsberg N./M.,KONIGSBERG,0,Frankfurt,Brandenburg,FRA,1591.548,0.0,1838,53,66111,3946,1165,13348,32581,1
12791,Landkreis,Kottbus,KOTTBUS,0,Frankfurt,Brandenburg,FRA,855.21637,0.0,1838,4,41816,2064,2067,4448,30775,1
12792,Landkreis,Krossen,KROSSEN,0,Frankfurt,Brandenburg,FRA,1325.6721,0.0,1838,14,44505,2658,1929,7511,26452,1
12793,Landkreis,Landsberg a. W.,LANDSBERG,0,Frankfurt,Brandenburg,FRA,1195.2327,0.0,1838,9,51061,2795,774,9546,29713,1
12794,Landkreis,Lebus,LEBUS,0,Frankfurt,Brandenburg,FRA,1542.9645,0.0,1838,22,57702,3693,874,11762,33701,1
12795,Landkreis,Lübben,LUBBEN,0,Frankfurt,Brandenburg,FRA,979.39185,0.0,1838,20,31607,1473,310,3665,17426,1
12796,Landkreis,Luckau,LUCKAU,0,Frankfurt,Brandenburg,FRA,1314.0967,0.0,1838,4,44038,2972,2386,5560,28445,1
12797,Landkreis,Soldin,SOLDIN,0,Frankfurt,Brandenburg,FRA,1180.5973,0.0,1838,30,36770,1893,570,6537,18085,1
12798,Landkreis,Sorau,SORAU,0,Frankfurt,Brandenburg,FRA,1234.7571,0.0,1838,5,49742,3260,3588,8344,30790,1
12799,Landkreis,Spremberg,SPREMBERG,0,Frankfurt,Brandenburg,FRA,309.24048,0.0,1838,0,16814,655,712,1263,8430,1
12800,Landkreis,Sternberg,STERNBERG,0,Frankfurt,Brandenburg,FRA,2233.1597,0.0,1838,17,66009,2987,2023,11200,35151,1
12801,Landkreis,Züllichau,ZULLICHAU-SCHWIEBUS,0,Frankfurt,Brandenburg,FRA,919.37866,0.0,1838,4,37281,1958,2138,4474,17141,1
12802,Landkreis,Angerburg,ANGERBURG,0,Gumbinnen,Preussen,GUM,897.58893,0.0,1838,129,32280,719,719,129,6494,1
12803,Landkreis,Darkehmen,DARKEHMEN,0,Gumbinnen,Preussen,GUM,756.43396,0.0,1838,62,30375,784,784,269,3411,1
12804,Landkreis,Goldap,GOLDAP,0,Gumbinnen,Preussen,GUM,1000.2907,0.0,1838,8,33655,1110,1110,236,4853,1
12805,Landkreis,Gumbinnen,GUMBINNEN,0,Gumbinnen,Preussen,GUM,750.01923,0.0,1838,92,43270,1379,1379,240,5883,1
12806,Landkreis,Heydekrug,HEYDEKRUG,0,Gumbinnen,Preussen,GUM,814.41882,0.0,1838,10,29171,602,602,42,7015,1
12807,Landkreis,Insterburg,INSTERBURG,0,Gumbinnen,Preussen,GUM,1200.1359,0.0,1838,130,51271,2106,2106,408,7029,1
12808,Landkreis,Johannisburg,JOHANNISBURG,0,Gumbinnen,Preussen,GUM,1709.0793,0.0,1838,39,34110,1003,1003,135,7610,1
12809,Landkreis,Loetzen,LOTZEN,0,Gumbinnen,Preussen,GUM,925.12585,0.0,1838,36,26894,959,1044,68,5588,1
12810,Landkreis,Lyck,LYCK,0,Gumbinnen,Preussen,GUM,1104.8317,0.0,1838,209,33882,959,959,137,6862,1
12811,Landkreis,Niederung,NIEDERUNG,0,Gumbinnen,Preussen,GUM,879.12756,0.0,1838,3,40037,1245,68,7331,38407,1
12812,Landkreis,Oletzko,OLETZKO,0,Gumbinnen,Preussen,GUM,841.2088,0.0,1838,141,32240,854,117,2918,27178,1
12813,Landkreis,Pillkallen,PILLKALLEN,0,Gumbinnen,Preussen,GUM,1074.7598,0.0,1838,21,34367,1112,88,6217,30945,1
12814,Landkreis,Ragnit,RAGNIT,0,Gumbinnen,Preussen,GUM,1232.499,0.0,1838,15,39637,870,154,3120,26349,1
12815,Landkreis,Sensburg,SENSBURG,0,Gumbinnen,Preussen,GUM,1232.1356,0.0,1838,10,36393,945,116,8150,34224,1
12816,Landkreis,Stallupönen,STALLUPONEN,0,Gumbinnen,Preussen,GUM,711.96356,0.0,1838,6,34147,1182,170,2861,22963,1
12817,Landkreis,Tilsit,TILSIT,0,Gumbinnen,Preussen,GUM,839.20313,0.0,1838,63,42597,2457,614,10233,33897,1
12818,Landkreis,Adenau,ADENAU,0,Koblenz,Rheinland,KOB,544.65289,0.0,1838,0,24403,1038,383,1645,12453,1
12819,Landkreis,Ahrweiler,AHRWEILER,0,Koblenz,Rheinland,KOB,355.23734,0.0,1838,8,31106,1674,312,2915,17999,1
12820,Landkreis,Altenkirchen,ALTENKIRCHEN,0,Koblenz,Rheinland,KOB,614.33118,0.0,1838,29,34263,1470,736,3073,31471,1
12821,Landkreis,Koblenz,KOBLENZ,0,Koblenz,Rheinland,KOB,314.8132,0.0,1838,3,49691,5453,1035,10332,17204,1
12822,Landkreis,Kochem,KOCHEM,0,Koblenz,Rheinland,KOB,496.41199,0.0,1838,0,32610,1538,207,3698,19327,1
12823,Landkreis,Kreuznach,KREUZNACH,0,Koblenz,Rheinland,KOB,577.3103,0.0,1838,0,51790,3915,1485,6362,27227,1
12824,Landkreis,Mayen,MAYEN,0,Koblenz,Rheinland,KOB,600.11829,0.0,1838,3,42159,3171,498,4608,23959,1
12825,Landkreis,Neuwied,NEUWIED,0,Koblenz,Rheinland,KOB,581.5296,0.0,1838,0,54680,3302,1206,8906,33956,1
12826,Landkreis,St. Goar,SANKT GOAR,0,Koblenz,Rheinland,KOB,460.39343,0.0,1838,0,33781,1936,295,3663,20486,1
12827,Landkreis,Simmern,SIMMERN,0,Koblenz,Rheinland,KOB,571.91144,0.0,1838,0,36244,2424,184,3215,22286,1
12828,Landkreis,Wetzlar,WETZLAR,0,Koblenz,Rheinland,KOB,514.62891,0.0,1838,5,38231,2694,213,4082,25084,1
12829,Landkreis,Zell,ZELL,0,Koblenz,Rheinland,KOB,392.50903,0.0,1838,46,27751,1937,343,1826,18651,1
12830,Landkreis,Bergheim,BERGHEIM,0,Köln,Rheinland,KOL,367.23053,0.0,1838,18,32882,1972,373,5226,23620,1
12831,Landkreis,Bonn,BONN,0,Köln,Rheinland,KOL,309.73428,0.0,1838,0,44668,3713,1279,7128,27376,1
12832,Landkreis,Euskirchen,EUSKIRCHEN,0,Köln,Rheinland,KOL,380.84546,0.0,1838,2,30212,1767,560,3183,16749,1
12833,Landkreis,Gummersbach,GUMMERSBACH,0,Köln,Rheinland,KOL,365.44989,0.0,1838,54,30291,2650,799,3422,15826,1
12834,Stadtkreis,Köln,KOLN,2,Köln,Rheinland,KOL,11.04462,0.0,1838,30,51763,10927,3593,15755,5063,0
12835,Landkreis,Köln,KOLN,1,Köln,Rheinland,KOL,454.67938,0.0,1838,0,34267,2655,1392,4942,35556,1
12836,Landkreis,Mühlheim am Rhein,MULHEIM,0,Köln,Rheinland,KOL,396.60562,0.0,1838,4,37020,2307,3195,5507,22898,1
12837,Landkreis,Rheinbach,RHEINBACH,0,Köln,Rheinland,KOL,408.28796,0.0,1838,31,28330,1708,386,2541,14159,1
12838,Landkreis,Siegkreis,SIEGKREIS,0,Köln,Rheinland,KOL,750.3269,0.0,1838,36,66856,3236,1144,10171,48766,1
12839,Landkreis,Waldbroel,WALDBROL,0,Köln,Rheinland,KOL,309.85379,0.0,1838,0,21437,798,121,1371,7612,1
12840,Landkreis,Wipperfürth,WIPPERFURTH,0,Köln,Rheinland,KOL,332.58902,0.0,1838,9,24707,1365,665,2937,17581,1
12841,Landkreis,Allenstein,ALLENSTEIN,0,Königsberg,Preussen,KON,1351.266,0.0,1838,20,35282,1159,324,5994,25496,1
12842,Landkreis,Braunsberg,BRAUNSBERG,0,Königsberg,Preussen,KON,942.28241,0.0,1838,156,43848,2338,252,6848,26818,1
12843,Landkreis,Fischhausen,FISCHHAUSEN,0,Königsberg,Preussen,KON,1079.0017,0.0,1838,23,34374,1322,79,3534,24961,1
12844,Landkreis,Friedland,FRIEDLAND,0,Königsberg,Preussen,KON,928.65039,0.0,1838,112,35048,1649,204,5236,26630,1
12845,Landkreis,Gerdauen,GERDAUEN,0,Königsberg,Preussen,KON,857.07208,0.0,1838,7,37281,1071,120,5226,27410,1
12846,Landkreis,Heiligenbeil,HEILIGENBEIL,0,Königsberg,Preussen,KON,913.43024,0.0,1838,15,34686,1756,245,5144,22348,1
12847,Landkreis,Heilsberg,HEILSBERG,0,Königsberg,Preussen,KON,1094.4568,0.0,1838,34,39532,1388,195,7436,32571,1
12848,Landkreis,Königsberg,KONIGSBERG,1,Königsberg,Preussen,KON,1065.9343,0.0,1838,33,38747,1069,253,4312,33450,1
12849,Stadtkreis,Königsberg,KONIGSBERG,2,Königsberg,Preussen,KON,5.8585095,0.0,1838,239,64592,8366,1393,18227,1274,0
12850,Landkreis,Labiau,LABIAU,0,Königsberg,Preussen,KON,1074.3574,0.0,1838,9,36868,1671,171,5660,39331,1
12851,Landkreis,Memel,MEMEL,0,Königsberg,Preussen,KON,853.02881,0.0,1838,33,39904,2454,98,8992,22079,1
12852,Landkreis,Mohrungen,MOHRUNGEN,0,Königsberg,Preussen,KON,1270.5565,0.0,1838,6,39543,1533,139,7632,31356,1
12853,Landkreis,Neidenburg,NEIDENBURG,0,Königsberg,Preussen,KON,1670.9017,0.0,1838,15,34208,1119,146,4073,30528,1
12854,Landkreis,Ortelsburg,ORTELSBURG,0,Königsberg,Preussen,KON,1727.8223,0.0,1838,14,42807,1029,226,6217,31547,1
12855,Landkreis,Osterode,OSTERODE,0,Königsberg,Preussen,KON,1546.5674,0.0,1838,22,37525,1342,234,7494,32855,1
12856,Landkreis,Eylau,PREUSSISCH EYLAU,0,Königsberg,Preussen,KON,1197.3112,0.0,1838,41,42726,1404,224,5482,30230,1
12857,Landkreis,Pr. Holland,PREUSSISCH HOLLAND,0,Königsberg,Preussen,KON,873.05249,0.0,1838,14,32168,1355,148,6992,27807,1
12858,Landkreis,Rastenburg,RASTENBURG,0,Königsberg,Preussen,KON,870.7832,0.0,1838,60,32960,1292,175,5876,27754,1
12859,Landkreis,Rössel,ROSSEL,0,Königsberg,Preussen,KON,849.55109,0.0,1838,36,36067,1624,85,5893,24381,1
12860,Landkreis,Wehlau,WEHLAU,0,Königsberg,Preussen,KON,1086.2452,0.0,1838,34,38085,1794,869,6793,31545,1
12861,Landkreis,Belgard,BELGARD,0,Köslin,Pommern,KOS,1136.3662,0.0,1838,3,31436,1421,164,1663,18875,1
12862,Landkreis,Bütow,BUTOW,0,Köslin,Pommern,KOS,603.99982,0.0,1838,3,17005,585,72,1621,7851,1
12863,Landkreis,Dramburg,DRAMBURG,0,Köslin,Pommern,KOS,1184.65,0.0,1838,10,30713,1205,606,2657,17902,1
12864,Landkreis,Fürstenthum/Kolberg-Korlin,FURSTENTUM,0,Köslin,Pommern,KOS,2437.4497,0.0,1838,17,72776,4395,639,9455,55375,1
12865,Landkreis,Lauenburg,LAUENBURG,0,Köslin,Pommern,KOS,1225.8838,0.0,1838,4,30584,1312,173,5404,27283,1
12866,Landkreis,Neustettin,NEUSTETTIN,0,Köslin,Pommern,KOS,2015.3318,0.0,1838,8,48247,2009,422,6031,30404,1
12867,Landkreis,Rummelsburg,RUMMELSBURG,0,Köslin,Pommern,KOS,1102.1459,0.0,1838,50,25473,792,455,3457,16673,1
12868,Landkreis,Schiefelbein,SCHIVELBEIN,0,Köslin,Pommern,KOS,517.45447,0.0,1838,0,15671,687,100,787,11071,1
12869,Landkreis,Schlawe,SCHLAWE,0,Köslin,Pommern,KOS,1684.839,0.0,1838,7,53824,2766,227,8878,38786,1
12870,Landkreis,Stolp,STOLP,0,Köslin,Pommern,KOS,2225.0515,0.0,1838,17,60001,2682,551,12910,53764,1
12871,Landkreis,Bolkenhain,BOLKENHAIN,0,Liegnitz,Schlesien,LIE,361.76431,0.0,1838,53,33184,3157,3636,3336,13631,1
12872,Landkreis,Bunzlau,BUNZLAU,0,Liegnitz,Schlesien,LIE,1021.5738,0.0,1838,47,45030,15996,1085,8371,19520,1
12873,Landkreis,Freistadt,FREISTADT,0,Liegnitz,Schlesien,LIE,917.62573,0.0,1838,3,42674,2484,867,8953,25790,1
12874,Landkreis,Glogau,GLOGAU,0,Liegnitz,Schlesien,LIE,981.75165,0.0,1838,21,54630,3446,694,10602,30217,1
12875,Landkreis,Goldberg-Hynau,GOLDBERG-HAINAU,0,Liegnitz,Schlesien,LIE,593.94513,0.0,1838,6,46414,3033,982,7204,23620,1
12876,Landkreis,Görlitz,GORLITZ,0,Liegnitz,Schlesien,LIE,890.09601,0.0,1838,4,49228,5476,1748,8539,31068,1
12877,Landkreis,Grünberg,GRUNBERG,0,Liegnitz,Schlesien,LIE,886.04932,0.0,1838,0,45684,2327,1539,6235,23819,1
12878,Landkreis,Hirschberg,HIRSCHBERG,0,Liegnitz,Schlesien,LIE,615.38757,0.0,1838,179,52765,8988,4940,6329,9893,1
12879,Landkreis,Hoyerswerda,HOYERSWERDA,0,Liegnitz,Schlesien,LIE,875.54047,0.0,1838,2,27947,1286,498,2471,19291,1
12880,Landkreis,Jauer,JAUER,0,Liegnitz,Schlesien,LIE,357.61102,0.0,1838,16,29822,4662,573,4344,13421,1
12881,Landkreis,Landshut,LANDESHUT,0,Liegnitz,Schlesien,LIE,404.59125,0.0,1838,106,40142,5308,11732,4396,10441,1
12882,Landkreis,Lauban,LAUBAN,0,Liegnitz,Schlesien,LIE,490.68335,0.0,1838,0,60760,11263,10914,5242,18067,1
12883,Landkreis,Liegnitz,LIEGNITZ,0,Liegnitz,Schlesien,LIE,620.69739,0.0,1838,208,52776,6629,986,10111,26834,1
12884,Landkreis,Löwenberg,LOWENBERG,0,Liegnitz,Schlesien,LIE,751.98816,0.0,1838,27,65325,17261,1191,7081,18926,1
12885,Landkreis,Lüben,LUBEN,0,Liegnitz,Schlesien,LIE,652.18481,0.0,1838,44,30571,1443,278,4014,17849,1
12886,Landkreis,Rothenburg,ROTHENBURG,0,Liegnitz,Schlesien,LIE,1077.8373,0.0,1838,10,37267,1973,783,6754,28358,1
12887,Landkreis,Sagan,SAGAN,0,Liegnitz,Schlesien,LIE,1127.7753,0.0,1838,15,41818,2748,1833,4942,18635,1
12888,Landkreis,Schönau,SCHONAU,0,Liegnitz,Schlesien,LIE,352.32706,0.0,1838,32,26837,3838,1479,3540,10061,1
12889,Landkreis,Sprottau,SPROTTAU,0,Liegnitz,Schlesien,LIE,704.29852,0.0,1838,1,30888,1700,1484,3377,15086,1
12890,Landkreis,Aschersleben,ASCHERSLEBEN,0,Magdeburg,Sachsen,MAG,423.44528,0.0,1838,4,40039,4344,3532,8445,9625,1
12891,Landkreis,Gardelegen,GARDELEGEN,0,Magdeburg,Sachsen,MAG,1311.6268,0.0,1838,0,40283,2722,922,6023,18409,1
12892,Landkreis,"Halberstadt, Stadt und Land",HALBERSTADT,0,Magdeburg,Sachsen,MAG,496.04877,0.0,1838,0,44065,4310,1503,8269,22022,1
12893,Landkreis,Jerichow I,JERICHOW I,0,Magdeburg,Sachsen,MAG,1402.2214,0.0,1838,5,47178,3697,3636,9432,22748,1
12894,Landkreis,Jerichow II,JERICHOW II,0,Magdeburg,Sachsen,MAG,1398.6481,0.0,1838,13,39487,2021,1198,6216,23494,1
12895,Landkreis,Kalbe,KALBE,0,Magdeburg,Sachsen,MAG,520.15619,0.0,1838,5,43736,3525,3407,9586,12040,1
12896,Stadtkreis,"Magdeburg mit Neustadt, Bruckau und Sudenburg",MAGDEBURG,2,Magdeburg,Sachsen,MAG,73.009628,0.0,1838,394,52177,8214,5606,15434,2135,0
12897,Landkreis,Neuhaldensleben,NEUHALDENSLEBEN,0,Magdeburg,Sachsen,MAG,691.18927,0.0,1838,0,37585,2729,708,6165,15809,1
12898,Landkreis,Oschersleben,OSCHERSLEBEN,0,Magdeburg,Sachsen,MAG,523.22778,0.0,1838,0,33943,2391,1696,5282,14013,1
12899,Landkreis,Osterburg,OSTERBURG,0,Magdeburg,Sachsen,MAG,1127.2377,0.0,1838,40,37453,2417,256,5143,29330,1
12900,Landkreis,Salzwedel,SALZWEDEL,0,Magdeburg,Sachsen,MAG,1193.9258,0.0,1838,5,43130,2503,950,3775,17656,1
12901,Landkreis,Stendal,STENDAL,0,Magdeburg,Sachsen,MAG,897.33148,0.0,1838,40,35702,2541,456,5263,22933,1
12902,Landkreis,Wanzleben,WANZLEBEN,0,Magdeburg,Sachsen,MAG,536.31915,0.0,1838,6,39392,3074,4431,9995,14946,1
12903,Landkreis,Wernigerode,WERNIGERODE,0,Magdeburg,Sachsen,MAG,253.55292,0.0,1838,0,18952,1382,733,2808,4383,1
12904,Landkreis,Wolmirstedt,WOLMIRSTEDT,0,Magdeburg,Sachsen,MAG,705.36163,0.0,1838,6,33784,2158,2356,7602,17819,1
12905,Landkreis,Deutsch-Krone,DEUTSCH KRONE,0,Marienwerder,Preussen,MAR,2151.3247,0.0,1838,275,41226,1962,456,10769,16205,1
12906,Landkreis,Flatow,FLATOW,0,Marienwerder,Preussen,MAR,1550.8879,0.0,1838,143,39558,1461,376,5848,29766,1
12907,Landkreis,Graudenz,GRAUDENZ,0,Marienwerder,Preussen,MAR,866.39594,0.0,1838,49,37212,1811,409,6308,27187,1
12908,Landkreis,Konitz,KONITZ,0,Marienwerder,Preussen,MAR,2263.0208,0.0,1838,51,41754,1160,295,9393,22487,1
12909,Landkreis,Kulm,KULM,0,Marienwerder,Preussen,MAR,925.13623,0.0,1838,46,33540,1438,115,7266,24000,1
12910,Landkreis,Löbau,LOBAU,0,Marienwerder,Preussen,MAR,995.22272,0.0,1838,4,33037,833,92,2766,23569,1
12911,Landkreis,Marienwerder,MARIENWERDER,0,Marienwerder,Preussen,MAR,952.81775,0.0,1838,14,46665,2368,332,12222,30257,1
12912,Landkreis,Rosenberg,ROSENBERG,0,Marienwerder,Preussen,MAR,1028.553,0.0,1838,3,36890,1973,292,5618,24794,1
12913,Landkreis,Schlochau,SCHLOCHAU,0,Marienwerder,Preussen,MAR,2137.239,0.0,1838,158,37992,1452,292,6320,28353,1
12914,Landkreis,Schwetz,SCHWETZ,0,Marienwerder,Preussen,MAR,1695.3486,0.0,1838,56,47299,1670,324,8469,32725,1
12915,Landkreis,Strasburg,STRASBURG,0,Marienwerder,Preussen,MAR,1373.4063,0.0,1838,51,39217,1516,130,6752,40803,1
12916,Landkreis,Stuhm,STUHM,0,Marienwerder,Preussen,MAR,632.46448,0.0,1838,41,30530,1075,47,5094,21712,1
12917,Landkreis,Thorn,THORN,0,Marienwerder,Preussen,MAR,1122.554,0.0,1838,87,44217,1988,384,8022,29555,1
12918,Landkreis,Bitterfeld,BITTERFELD,0,Merseburg,Sachsen,MER,630.11115,0.0,1838,6,39397,2824,1218,8248,13869,1
12919,Landkreis,Delitzsch,DELITZSCH,0,Merseburg,Sachsen,MER,769.45612,0.0,1838,11,44831,3823,1950,7312,25042,1
12920,Landkreis,Eckartsberga,ECKARTSBERGA,0,Merseburg,Sachsen,MER,583.41663,0.0,1838,0,36132,2192,317,6048,20506,1
12921,Stadtkreis,Halle,HALLE,2,Merseburg,Sachsen,MER,4.376637,0.0,1838,116,28199,4241,795,6118,1935,0
12922,Landkreis,Liebenwerda,LIEBENWERDA,0,Merseburg,Sachsen,MER,815.99756,0.0,1838,4,32135,2467,869,4649,16854,1
12923,Landkreis,Mansfeld Gebirg,MANSFELDER GEBIRGSKR,0,Merseburg,Sachsen,MER,505.71588,0.0,1838,5,33087,2534,624,5012,7953,1
12924,Landkreis,Mansfeld See,MANSFELDER SEEKREIS,0,Merseburg,Sachsen,MER,587.96588,0.0,1838,0,40946,3359,735,8144,22077,1
12925,Landkreis,Merseburg,MERSEBURG,0,Merseburg,Sachsen,MER,641.10468,0.0,1838,15,40579,3818,698,6773,28474,1
12926,Landkreis,Naumburg,NAUMBURG,0,Merseburg,Sachsen,MER,156.58984,0.0,1838,0,22486,2135,320,2827,9506,1
12927,Landkreis,Querfurt,QUERFURT,0,Merseburg,Sachsen,MER,653.84528,0.0,1838,10,40745,2765,527,7354,26239,1
12928,Landkreis,Saalkreis,SAALKREIS,0,Merseburg,Sachsen,MER,535.15021,0.0,1838,0,39154,2508,1391,7457,17280,1
12929,Landkreis,Sangerhausen mit der Grafschaft Stolberg,SANGERHAUSEN,0,Merseburg,Sachsen,MER,788.77576,0.0,1838,0,47963,2983,907,9130,15892,1
12930,Landkreis,Schweinitz,SCHWEINITZ,0,Merseburg,Sachsen,MER,1023.8438,0.0,1838,8,34217,2209,321,4127,23854,1
12931,Landkreis,Torgau,TORGAU,0,Merseburg,Sachsen,MER,996.94879,0.0,1838,0,42298,3343,449,8350,20054,1
12932,Landkreis,Weissenfels,WEISSENFELS,0,Merseburg,Sachsen,MER,513.91772,0.0,1838,5,40433,3768,506,5937,24496,1
12933,Landkreis,Wittenberg,WITTENBERG,0,Merseburg,Sachsen,MER,833.97272,0.0,1838,4,40319,3325,887,7567,23405,1
12934,Landkreis,Zeitz,ZEITZ,0,Merseburg,Sachsen,MER,268.92291,0.0,1838,0,31550,3383,1794,4174,11594,1
12935,Landkreis,Bielefeld,BIELEFELD,0,Minden,Westfalen,MIN,273.4212,0.0,1838,0,42761,7878,7228,6342,19850,1
12936,Landkreis,Büren,BUREN,0,Minden,Westfalen,MIN,739.87091,0.0,1838,2,36018,1394,245,5396,17405,1
12937,Landkreis,Halle,HALLE,0,Minden,Westfalen,MIN,308.27863,0.0,1838,0,31084,4766,400,6305,23788,1
12938,Landkreis,Herford,HERFORD,0,Minden,Westfalen,MIN,440.9957,0.0,1838,0,56266,3731,1117,9120,25251,1
12939,Landkreis,Höxter,HOXTER,0,Minden,Westfalen,MIN,715.8728,0.0,1838,7,46095,3146,514,7323,16078,1
12940,Landkreis,Lübbecke,LUBBECKE,0,Minden,Westfalen,MIN,578.91803,0.0,1838,0,47450,9927,170,5322,19084,1
12941,Landkreis,Minden,MINDEN,0,Minden,Westfalen,MIN,596.54669,0.0,1838,2,53783,2529,1235,10302,21329,1
12942,Landkreis,Paderborn,PADERBORN,0,Minden,Westfalen,MIN,599.81445,0.0,1838,0,32228,1743,391,4855,21848,1
12943,Landkreis,Warburg,WARBURG,0,Minden,Westfalen,MIN,511.99332,0.0,1838,15,31186,1369,123,7474,11138,1
12944,Landkreis,Wiedenbrück,WIEDENBRUCK,0,Minden,Westfalen,MIN,491.10529,0.0,1838,0,37788,1780,670,3970,24663,1
12945,Landkreis,Ahaus,AHAUS,0,Münster,Westfalen,MUN,677.76294,0.0,1838,0,39623,1717,6006,2598,24790,1
12946,Landkreis,Beckum,BECKUM,0,Münster,Westfalen,MUN,690.58069,0.0,1838,0,34331,2187,740,4186,19221,1
12947,Landkreis,Borken,BORKEN,0,Münster,Westfalen,MUN,631.01666,0.0,1838,5,39791,2140,3616,3644,23715,1
12948,Landkreis,Koesfeld,KOESFELD,0,Münster,Westfalen,MUN,740.53107,0.0,1838,2,38760,2183,2835,5318,25121,1
12949,Landkreis,Lüdinghausen,LUDINGHAUSEN,0,Münster,Westfalen,MUN,692.62836,0.0,1838,0,36272,2084,667,5321,23342,1
12950,Stadtkreis,Münster,MUNSTER,2,Münster,Westfalen,MUN,6.0707788,0.0,1838,45,24035,2741,390,3534,1744,0
12951,Landkreis,Münster,MUNSTER,1,Münster,Westfalen,MUN,851.78632,0.0,1838,13,36154,1884,666,4310,23287,1
12952,Landkreis,Recklinghausen,RECKLINGHAUSEN,0,Münster,Westfalen,MUN,767.00446,0.0,1838,4,43692,2845,946,3650,20094,1
12953,Landkreis,Steinfurt,STEINFURT,0,Münster,Westfalen,MUN,781.24084,0.0,1838,1,40425,2002,6667,3464,22110,1
12954,Landkreis,Tecklenburg,TECKLENBURG,0,Münster,Westfalen,MUN,828.87537,0.0,1838,9,41268,2068,702,2483,33168,1
12955,Landkreis,Warendorf,WARENDORF,0,Münster,Westfalen,MUN,575.39178,0.0,1838,0,33257,1500,1138,3603,18543,1
12956,Landkreis,Beuthen,BEUTHEN,0,Oppeln,Schlesien,OPP,801.70026,0.0,1838,94,54034,2128,4123,17918,12030,1
12957,Landkreis,Falkenberg,FALKENBERG,0,Oppeln,Schlesien,OPP,610.23816,0.0,1838,10,32239,930,379,4278,30874,1
12958,Landkreis,Gross-Strehlitz,GROSS STREHLITZ,0,Oppeln,Schlesien,OPP,864.87805,0.0,1838,78,38375,1405,933,7877,19190,1
12959,Landkreis,Grottkau,GROTTKAU,0,Oppeln,Schlesien,OPP,552.10034,0.0,1838,6,35536,938,111,11181,40565,1
12960,Landkreis,Cosel,KOSEL,0,Oppeln,Schlesien,OPP,687.91406,0.0,1838,0,44159,1267,369,9274,27374,1
12961,Landkreis,Creuzburg,KREUZBURG,0,Oppeln,Schlesien,OPP,512.89941,0.0,1838,59,32689,1699,536,4324,25392,1
12962,Landkreis,Leobschütz,LEOBSCHUTZ,0,Oppeln,Schlesien,OPP,678.26923,0.0,1838,9,61315,4402,1153,9237,45344,1
12963,Landkreis,Lublinitz,LUBLINITZ,0,Oppeln,Schlesien,OPP,1025.6667,0.0,1838,10,34450,1001,851,6039,23235,1
12964,Landkreis,Neisse,NEISSE,0,Oppeln,Schlesien,OPP,744.68616,0.0,1838,2,65706,5690,1384,9953,43120,1
12965,Landkreis,Neustadt,NEUSTADT,0,Oppeln,Schlesien,OPP,808.4281,0.0,1838,29,57573,2821,1275,9719,47942,1
12966,Landkreis,Oppeln,OPPELN,0,Oppeln,Schlesien,OPP,1447.1047,0.0,1838,47,61028,2665,987,15543,37733,1
12967,Landkreis,Pless,PLESS,0,Oppeln,Schlesien,OPP,1065.6135,0.0,1838,28,48229,1360,534,4847,28631,1
12968,Landkreis,Ratibor,RATIBOR,0,Oppeln,Schlesien,OPP,846.80731,0.0,1838,7,62477,3166,501,16226,44798,1
12969,Landkreis,Rosenberg,ROSENBERG,0,Oppeln,Schlesien,OPP,948.42987,0.0,1838,27,38954,977,628,5525,26794,1
12970,Landkreis,Rybnick,RYBNIK,0,Oppeln,Schlesien,OPP,811.20587,0.0,1838,14,48673,1054,499,9376,29939,1
12971,Landkreis,Tost-Gleiwitz,TOST-GLEIWITZ,0,Oppeln,Schlesien,OPP,960.60413,0.0,1838,83,50710,2203,1361,8083,37047,1
